Smiles
COc1ccc(Cn2cnc(N)c3nc([C@@H](C)COc4cccc(F)c4)nc2-3)cc1OC1CCCC1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(Cl)c(Cl)c4)nc2-3)cc1OC1CCCC1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccccc4-c4cccs4)nc2-3)cc1OC1CCCC1
COC(=O)c1ccc(OCC(C)(C)c2nc3c(N)ncn(Cc4ccc(OC)c(OC5CCCC5)c4)c-3n2)cc1
COc1ccc(F)c(CCCC2CCC(CCNCCCCCN3N=C(c4ccc(OC)c(OC)c4)[C@H]4CC=CC[C@H]4C3=O)O2)c1
CC1(C)NC(=O)N(CN2CCNCC2)C1=O
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)O)nc2-3)cc1OC1CCCC1.Cl
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccccc4F)nc2-3)cc1OC1CCCC1
COc1ccc(OCC(C)(C)c2nc3c(N)ncn(Cc4ccc(OC)c(OC5CCCC5)c4)c-3n2)cc1OC
CN1C(=O)C2=C(Nc3ccccc3)NN(Cc3ccc(S(C)(=O)=O)cc3)C2N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Cc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2C[C@@H](CO)N=C12
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2C[C@@H](COCc3ccccc3)N=C12
CC1CCc2c(sc3ncn(N)c(=N)c23)C1
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccn4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
COc1ccc([C@H](Cc2ccncc2)c2ccccc2)cc1OC1CCCC1
CC1CCc2c(sc3ncn(N)c(=N)c23)C1
COc1cc(OC)cc(OCC(C)(C)c2nc3c(N)ncn(Cc4ccc(OC)c(OC5CCCC5)c4)c-3n2)c1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(OCC=O)c(OCC=O)c4)nc2-3)cc1OC1CCCC1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(Cl)cc4)nc2-3)cc1OC1CCCC1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4cccc(F)c4)nc2-3)cc1OC1CCCC1
CC(=O)c1ccc(CCN2NC(Nc3ccccc3)=C3C(=O)N(C)C4=N[C@@H]5CCC[C@@H]5N4C32)cc1
CN1C(=O)c2c(nn(Cc3ccc(C(F)(F)F)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(C4CCCN4C)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2N(C)C)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2NCc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2N(C)c2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
O=C1NC2=N[C@@H]3CCC[C@@H]3N2c2nn(Cc3ccc(C(F)(F)F)cc3)c(Nc3ccccc3)c21
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Sc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(C(F)(F)F)cc4)nc2-3)cc1OC1CCCC1
CN1C(=O)c2c(nn(Cc3ccc(-c4ncccc4F)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@H]1CCC[C@H]12
[O-][n+]1cccc(C[C@@H](c2ccc(OC(F)F)c(OC3CC3)c2)c2cnc(C(O)(C(F)(F)F)C(F)(F)F)s2)c1
COc1ccccc1OCC(C)(C)c1nc2c(N)ncn(Cc3ccc(OC)c(OC4CCCC4)c3)c-2n1
COc1ccc(F)cc1CCC1CCC(CCNCCCCCN2N=C(c3ccc(OC)c(OC)c3)[C@H]3CC=CC[C@H]3C2=O)O1
COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2
CC(C)CC(=O)N1CCc2nc(-c3ccc(Br)cc3)nc(N(C)Cc3ccccc3)c2C1
CN1C(=O)C2=C(Nc3ccccc3)NN(Cc3ccc(-c4ccc(F)cc4)cc3)C2N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cc(F)ccn4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
C/C(=N/NC(=N)N)C1=CC(C)(C)CCC1.CC(=O)O
COc1ccc(C(Cc2ccc(N)cc2)c2ccccc2)cc1OC1CCCC1
CC(C)Nc1c2c(nn1Cc1ccc(-c3cccc(F)n3)cc1)N1C(=N[C@@H]3CCC[C@@H]31)N(C)C2=O
CN1C(=O)c2c(nn(Cc3ccc(C(F)(F)F)cc3)c2Nc2ccc(F)cc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2CCN=C12
C[C@H]1CN=C2N(C)C(=O)c3c(nn(Cc4ccc(-c5ccccc5)cc4)c3Nc3ccccc3)N21
C[C@@H]1CN2C(=N1)N(C)C(=O)c1c2nn(Cc2ccc(-c3ccccc3)cc2)c1Nc1ccccc1
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2C[C@@H](Cc3ccccc3)N=C12
CN1C(=O)c2c(nn(Cc3ccc(-c4ccc(F)cc4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)C2=C(Nc3ccccc3)NN(Cc3cccc(F)n3)C2N2C1=N[C@@H]1CCC[C@@H]12
CNc1c2c(nn1Cc1ccc(-c3cccc(F)n3)cc1)N1C(=N[C@@H]3CCC[C@@H]31)N(C)C2=O
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2NC2CCCC2)N2C1=N[C@@H]1CCC[C@@H]12
CN1Cc2c(nn(Cc3ccc(-c4ccccn4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4cccc(-c5ccsc5)c4)nc2-3)cc1OC1CCCC1
C[C@H]1C(=O)Nc2ccc(-c3csc(NC(=N)N)n3)cc21
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2N)N2C1=N[C@@H]1CCC[C@@H]12
CCCC(C)Nc1c2c(nn1Cc1ccc(-c3cccc(F)n3)cc1)N1C(=N[C@@H]3CCC[C@@H]31)N(C)C2=O
CN1C(=O)c2c(nn(Cc3ccc(-c4ccc(F)cn4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
COc1ccc(C(Cc2ccccc2)c2ccccc2)cc1OC1CCCC1
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2CCCN=C12
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2CC(C)(C)CN=C12
CN1C(=O)C2=C(Nc3ccccc3)NN(Cc3ccc(C(F)(F)F)nc3)C2N2C1=N[C@@H]1CCC[C@@H]12
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(C#N)cc4)nc2-3)cc1OC1CCCC1
CC1(C)NC(=O)N(CN2CCNCC2)C1=O
CN1C(=O)c2c(nn(Cc3ccc(C4CCCN4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CC(C)CNc1c2c(nn1Cc1ccc(-c3cccc(F)n3)cc1)N1C(=N[C@@H]3CCC[C@@H]31)N(C)C2=O
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12.O=P(O)(O)O
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccn4)cc3)c2Nc2ccccc2)N2C1=N[C@H]1CCC[C@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Oc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
COc1ccc(OCC(C)(C)c2nc3c(N)ncn(Cc4ccc(OC)c(OC5CCCC5)c4)c-3n2)cc1
COc1ccc(Cn2cnc(N)c3nc([C@@H](C)COc4ccccc4)nc2-3)cc1OC1CCCC1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(C)cc4)nc2-3)cc1OC1CCCC1
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Oc2ccc(F)cc2)N2C1=N[C@@H]1CCC[C@@H]12
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(C(=O)O)cc4)nc2-3)cc1OC1CCCC1
CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(OC(F)(F)F)cc4)nc2-3)cc1OC1CCCC1
CN1C(=O)C2=C(Nc3ccccc3)NNC2N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2NC2CCCCC2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccncc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1Cc2c(nn(Cc3ccc(C(F)(F)F)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
COc1cccc(OCC(C)(C)c2nc3c(N)ncn(Cc4ccc(OC)c(OC5CCCC5)c4)c-3n2)c1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(F)c(F)c4)nc2-3)cc1OC1CCCC1
COc1ccc(C2=NNC(=O)C3CC=CCC23)cc1OC
CC1CC(O)=NN=C1c1ccc(-n2ccnc2)cc1
C[C@H]1C(=O)Nc2ccc(-c3csc(NC(=N)N)n3)cc21
CN1C(=O)C2=C(Nc3ccccc3)NN(CC3CCOCC3)C2N2C1=N[C@@H]1CCC[C@@H]12
COc1ccc(C(CC2CCNCC2)c2ccccc2)cc1OC1CCCC1
CN1C(=O)C2=C(Nc3ccccc3)NN(CCc3ccc(C(F)(F)F)cc3)C2N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(S(C)(=O)=O)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CCCNc1c2c(nn1Cc1ccc(-c3cccc(F)n3)cc1)N1C(=N[C@@H]3CCC[C@@H]31)N(C)C2=O
CN1C(=N)c2c(nn(Cc3ccc(C(F)(F)F)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
COc1cccc(OC[C@H](C)c2nc3c(N)ncn(Cc4ccc(OC)c(OC5CCCC5)c4)c-3n2)c1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(C(C)(C)C)cc4)nc2-3)cc1OC1CCCC1
COc1ccc(Cn2cnc(N)c3nc(C(C)(C)COc4ccc(C(N)=O)cc4)nc2-3)cc1OC1CCCC1
C/C(=N/NC(=N)N)C1=CC(C)(C)CCC1.CC(=O)O
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(S(N)(=O)=O)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)C2=C(Nc3ccccc3)NN(Cc3ccc(-c4ccccn4)cc3)C2N2C1=N[C@@H]1CCC[C@@H]12
CC(C)[C@@H]1CN2C(=N1)N(C)C(=O)c1c2nn(Cc2ccc(-c3ccccc3)cc2)c1Nc1ccccc1
CN1C(=O)c2c(nn(Cc3ccc(-c4ccccc4)cc3)c2Nc2ccccc2)N2CC(C3CCOC3)N=C12
CN1C(=O)C2=C(Nc3ccccc3)NN(CC3CCCC3)C2N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)C2=C(Nc3ccccc3)NN(CC#Cc3ccccc3)C2N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(C(F)(F)F)nc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2N2CCCC2)N2C1=N[C@@H]1CCC[C@@H]12
CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Cc2ccc(F)cc2)N2C1=N[C@@H]1CCC[C@@H]12
CC(C)CC(=O)N1CCc2nc(-c3ccc(Br)cc3)nc(N(C)Cc3ccccc3)c2C1
COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2
